fid,name,name_en,name_he,name_cn,level1,level2,level3,level4,level5,level6,level7,level8,level9
15681,lite_and_diet_citrus_bverage_gat_jafora,"lite and diet citrus bverage, gat, jafora","משקה קל פרי הדר דיאט, גת, יפאורה",,,,,,lite_and_diet_citrus_bverage_gat_jafora,,,,
15970,lite_orange_or_grapefruit_drink_prigat,"lite orange or grapefruit drink, prigat","משקה קל תפוזים/אשכוליות, פריגת",,,,,,lite_orange_or_grapefruit_drink_prigat,,,,
14675,nectar_oranges_prigat_pardes_ganir_primor,"nectar oranges, prigat, pardes, ganir, primor","נקטר תפוזים, פריגת, פרדס, גניר,פרימור",,,,,,nectar_oranges_prigat_pardes_ganir_primor,,,,
15669,orange_grape_strawberry_fruit_juice_jam_tempo,"orange / grape / strawberry fruit juice, jam, tempo","משקה פירות תפוזים/ענבים/תות, ג'אמפ, טמפו",,,,,,orange_grape_strawberry_fruit_juice_jam_tempo,,,,
14460,orange_juice_freshly_squeezed,"orange juice, freshly squeezed","מיץ תפוזים, סחוט טרי",,,,,,orange_juice_freshly_squeezed,,,,
14455,orange_juice_frozen_concentrate_prigat,"orange juice, frozen concentrate, prigat","מיץ תפוזים, תרכיז קפוא, פריגת",,,,,,orange_juice_frozen_concentrate_prigat,,,,
14461,orange_juice_frozen_concentrate_water_restored_prigat,"orange juice, frozen concentrate, water-restored, prigat","מיץ תפוזים, תרכיז קפוא, משוחזר במים, פריגת",,,,,,orange_juice_frozen_concentrate_water_restored_prigat,,,,
15933,passionfruit_juice,passionfruit juice,מיץ פסיפלורה,,,,,passionfruit_juice,,,,,
14677,peach_nectar_gat_ganir_jafora_primor,"peach nectar, gat, ganir, jafora. primor","נקטר אפרסק, גת,גניר,יפאורה.פרימור",,,,,peach_nectar_gat_ganir_jafora_primor,,,,,
14680,pear_nectar_japora,"pear nectar, japora","נקטר אגסים, יפאורה",,,,,pear_nectar_japora,,,,,
14679,pears_nectar,pears nectar,נקטר אגסים,,,,,pears_nectar,,,,,
16093,pineapple_and_red_grapefruit_nectar,pineapple and red grapefruit nectar,נקטר אננס אשכולית אדומה,,,,,pineapple_and_red_grapefruit_nectar,,,,,
14665,pineapple_juice_no_added_sugar,"pineapple juice, no added sugar","מיץ אננס, ללא תוספת סוכר",,,,,pineapple_juice_no_added_sugar,,,,,
14670,pineapple_nectar_gat,"pineapple nectar, gat","נקטר אננס, גת",,,,,pineapple_nectar_gat,,,,,
14667,plum_juice_with_added_sugar,"plum juice, with added sugar","מיץ שזיפים, בתוספת סוכר",,,,,plum_juice_with_added_sugar,,,,,
14666,plums_juice_no_added_sugar,"plums juice, no added sugar","מיץ שזיפים, ללא תוספת סוכר",,,,,plums_juice_no_added_sugar,,,,,
1476,pomegranate_juice,pomegranate juice,מיץ רימונים,石榴汁,,,,pomegranate_juice,,,,,
14657,pomegranate_juice_ganir_priniv,"pomegranate juice, ganir, priniv","מיץ רימונים, גניר, פריניב",,,,,,pomegranate_juice_ganir_priniv,,,,
17023,spirulina_juice,spirulina juice,מיץ ספירולינה,,,,,spirulina_juice,,,,,
15679,strawberry_flavored_drink,strawberry flavored drink,משקה בטעם תות,,,,,strawberry_flavored_drink,,,,,
14668,strawberry_juice,strawberry juice,מיץ תות שדה,,,,,strawberry_juice,,,,,
12366,sugar_free_grape_juice,sugar free grape juice,מיץ ענבים ללא תוספת סוכר,,,,,sugar_free_grape_juice,,,,,
14663,grape_juice_no_added_sugar,"grape juice, no added sugar","מיץ ענבים, ללא תוספת סוכר",,,,,,grape_juice_no_added_sugar,,,,
12401,grapefruit_juice_without_the_added_sugar,"grapefruit juice,without the added sugar","מיץ אשכוליות, לפנ לסוג, ללא תוספת סוכר",,,,,,grapefruit_juice_without_the_added_sugar,,,,
14671,tamarind_nectar,tamarind nectar,נקטר תמרינדי,,,,,tamarind_nectar,,,,,
1479,tomato_juice,tomato juice,מיץ עגבניות,番茄汁,,,,tomato_juice,,,,,
14854,canned_tomato_juice_with_added_salt,canned tomato juice with added salt,מיץ עגבניות משומר עם תוספת מלח,,,,,,canned_tomato_juice_with_added_salt,,,,
14856,tomato_juice_and_vegetables_mainly_tomatoes_canned,"tomato juice and vegetables, mainly tomatoes, canned","מיץ עגבניות וירקות, בעיקר עגבניות, משומר",,,,,,tomato_juice_and_vegetables_mainly_tomatoes_canned,,,,
16112,tomato_juice_spring,"tomato juice, spring","מיץ עגבניות, ספרינג",,,,,,tomato_juice_spring,,,,
15973,tomato_nectar_prigat,"tomato nectar, prigat","נקטר עגבניות, פריגת",,,,,,tomato_nectar_prigat,,,,
16702,wheatgrass_juice,wheatgrass juice,מיץ עשב חיטה,,,,,wheatgrass_juice,,,,,
304,kompot,kompot,קומפוט,康波特,,,kompot,,,,,,
627,milk_based_beverage,milk based beverage,משקאות על בסיס חלב,含牛奶饮品,,,milk_based_beverage,,,,,,
1490,hot_chocolate,hot chocolate,שוקו,热可可,,,,hot_chocolate,,,,,
1491,chocolata,chocolata,שוקולטה,热巧克力,,,,,chocolata,,,,
12518,hot_cocoa_from_a_machine,hot cocoa from a machine,שוקו ממכונה,,,,,,hot_cocoa_from_a_machine,,,,
12504,milk_drink_0_fat_diet_chocolate_tnuva,"milk drink 0% fat, diet, chocolate, tnuva","משקה חלב 0% שומן, דיאט ,שוקו ,תנובה",,,,,,milk_drink_0_fat_diet_chocolate_tnuva,,,,
12502,milk_drink_0_fat_diet_chocolate_yotvata,"milk drink 0% fat, diet chocolate, yotvata","משקה חלב 0% שומן, שוקו דיאט, יטבתה",,,,,,milk_drink_0_fat_diet_chocolate_yotvata,,,,
12721,milk_drink_2_5_fat_chocolate_yotvata,"milk drink, 2.5% fat, chocolate, yotvata","משקה חלב, 2.5% שומן, שוקולטה, יטבתה",,,,,,milk_drink_2_5_fat_chocolate_yotvata,,,,
12503,milk_drink_2_fat_chocolate_milk_yotvata,"milk drink 2% fat, chocolate milk, yotvata","משקה חלב 2% שומן, שוקו, יטבתה",,,,,,milk_drink_2_fat_chocolate_milk_yotvata,,,,
12509,milk_drink_2_fat_chocolate_tnuva,"milk drink, 2% fat chocolate, tnuva","משקה חלב,שוקו 2% שומן, תנובה",,,,,,milk_drink_2_fat_chocolate_tnuva,,,,
12786,milk_drink_chocolate_milk_2_fat_fortified_with_vitamin_d_and_calcium_tera,"milk drink, chocolate milk, 2% fat, fortified with vitamin d and calcium, tera","משקה חלב, שוקו, 2% שומן, מועשר בויטמין d וסידן, טרה",,,,,,milk_drink_chocolate_milk_2_fat_fortified_with_vitamin_d_and_calcium_tera,,,,
1492,iced_vanilla,iced vanilla,אייס וניל,香草冰沙,,,,iced_vanilla,,,,,
246,milk,milk,חלב,牛奶,,,,milk,,,,,
12865,buffalo_milk,buffalo milk,חלב בופאלו,,,,,,buffalo_milk,,,,
12443,camel_milk,camel milk,חלב נאקות (גמלים),,,,,,camel_milk,,,,
2074,cashew_milk,cashew milk,חלב קשיו,,,,,,cashew_milk,,,,
12444,dried_milk_full_restored,"dried milk, full, restored","חלב מיובש, מלא, משוחזר",,,,,,dried_milk_full_restored,,,,
12757,full_natural_milk_3_6_fat_tnuva_strauss_yotvata,"full / natural milk, 3.6% fat, tnuva / strauss / yotvata","חלב מלא /טבעי, 3.6% שומן, תנובה/שטראוס/יטבתה",,,,,,full_natural_milk_3_6_fat_tnuva_strauss_yotvata,,,,
12580,goat_milk_4_fat,goat milk 4% fat,חלב עזים 4% שומן,,,,,,goat_milk_4_fat,,,,
12581,goat_s_milk_3_7_fat_tzuriel,"goat's milk 3.7% fat, tzuriel","חלב עזים 3.7% שומן, צוריאל",,,,,,goat_s_milk_3_7_fat_tzuriel,,,,
2157,milk_1%,milk 1%,חלב 1%,,,,,,milk_1%,,,,
12870,milk_1_fat_durable,"milk 1% fat, durable","חלב 1% שומן, עמיד",,,,,,,milk_1_fat_durable,,,
12574,milk_1_fat_in_a_carton_enriched_with_vitamin_a_d_and_calcium,"milk 1% fat in a carton enriched with vitamin a, d, and calcium","חלב 1% שומן בקרטון מועשר ויטמין a,d, וסידן",,,,,,,milk_1_fat_in_a_carton_enriched_with_vitamin_a_d_and_calcium,,,
12577,milk_1_fat_tnuva_tara_harduf_yotvata,"milk 1% fat, tnuva, tara, harduf, yotvata","חלב 1% שומן, תנובה, טרה, הרדוף, יוטבתה",,,,,,,milk_1_fat_tnuva_tara_harduf_yotvata,,,
2028,milk_20%_lactose_free,milk 20% lactose free,חלב 20%,,,,,,milk_20%_lactose_free,,,,
2124,milk_2_%,milk 2%,חלב 2%,,,,,,milk_2_%,,,,
12579,milk_2_fat_including_lactose_low_fat_tnuva,"milk 2% fat, including lactose, low fat, tnuva","חלב 2% שומן, כולל דל לקטוז, תנובה",,,,,,,milk_2_fat_including_lactose_low_fat_tnuva,,,
12575,milk_3_fat_enriched_with_calcium_tnuva_tara_yotvata,"milk 3% fat, enriched with calcium, tnuva, tara, yotvata","חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",,,,,,milk_3_fat_enriched_with_calcium_tnuva_tara_yotvata,,,,
12576,milk_3_fat_fortified_with_vitamins_b12_d_e_yotvata,"milk 3% fat, fortified with vitamins b12, d, e, yotvata","חלב 3% שומן, מועשר בויטמינים b12, d,e, יטבתה",,,,,,milk_3_fat_fortified_with_vitamins_b12_d_e_yotvata,,,,
12573,milk_3_fat_tnuva_terra_harduf_yotvata,milk 3% fat,חלב 3%,,,,,,milk_3_fat_tnuva_terra_harduf_yotvata,,,,
12441,sheep_milk_7_fat,sheep milk 7% fat,חלב כבשים 7% שומן,,,,,,sheep_milk_7_fat,,,,
2127,soy_milk,soy milk,חלב סויה,,,,,,soy_milk,,,,
13648,enriched_soy_drink_soya_tnuva,"enriched soy drink, soya tnuva","משקה סויה מועשר soya, תנובה",,,,,,,enriched_soy_drink_soya_tnuva,,,
13651,natural_flavored_organic_soy_beverage,natural flavored organic soy beverage,משקה סויה אורגני בטעם טבעי,,,,,,,natural_flavored_organic_soy_beverage,,,
13654,natural_flavored_soy_beverage_1_8_fat_calcium_enriched_alpro_,"natural flavored soy beverage, 1.8% fat, calcium enriched, ""alpro""","משקה סויה בטעם טבעי, 1.8% שומן, מועשר בסידן, אלפרו",,,,,,,natural_flavored_soy_beverage_1_8_fat_calcium_enriched_alpro_,,,
13653,natural_flavored_soy_drink_no_suagr_not_salt_alpro_,"natural flavored soy drink, no suagr not salt, ""alpro""","משקה סויה בטעם טבעי, ללא סוכר וללא מלח, אלפרו",,,,,,,natural_flavored_soy_drink_no_suagr_not_salt_alpro_,,,
13655,soy_beverage_1_2_fat_light_low_calorie_alpro_,"soy beverage, 1.2% fat, light, low calorie, ""alpro""","משקה סויה, 1.2% שומן, לייט, דל קלוריות, אלפרו",,,,,,,soy_beverage_1_2_fat_light_low_calorie_alpro_,,,
12392,soy_beverage_calcium_fortified_2_1_fat_alpro,"soy beverage, calcium fortified 2.1% fat, alpro","משקה סויה, מועשר סידן 2.1% שומן ,אלפרו",,,,,,,soy_beverage_calcium_fortified_2_1_fat_alpro,,,
13647,soy_beverage_fortified_with_calcium_soya_tnuva,"soy beverage fortified with calcium soya, tnuva","משקה סויה מועשר בסידן במתיקות מופחתת soya ,תנובה",,,,,,,soy_beverage_fortified_with_calcium_soya_tnuva,,,
13650,soy_beverage_lite_tnuva,"soy beverage, lite, tnuva","משקה סויה ,לייט, תנובה",,,,,,,soy_beverage_lite_tnuva,,,
16513,soy_beverage_made_of_whole_soybeans_without_added_sugar_or_salt_harduf_,"soy beverage made of whole soybeans, without added sugar or salt, ""harduf""","משקה סויה מפולי סויה מלאים, ללא תוספת סוכר או מלח, הרדוף",,,,,,,soy_beverage_made_of_whole_soybeans_without_added_sugar_or_salt_harduf_,,,
13649,vanilla_banana_flavor_soy_beverage_uht_tnuva,"vanilla / banana flavor soy beverage, uht, tnuva","משקה סויה בטעם וניל/בננה,כולל עמיד, תנובה",,,,,,,vanilla_banana_flavor_soy_beverage_uht_tnuva,,,
13652,vnilla_chocolate_flavored_soy_beverage_calcium_enriched_alpro_,"vnilla / chocolate flavored soy beverage,calcium enriched, ""alpro""","משקה סויה בטעם וניל/שוקו, מועשר בסידן, אלפרו",,,,,,,vnilla_chocolate_flavored_soy_beverage_calcium_enriched_alpro_,,,
623,milkshake,milkshake,מילקשייק,奶昔,,,,milkshake,,,,,
1958,fruit_shake,fruit shake,שייק פירות,,,,,,fruit_shake,,,,
17088,berry_shake,berry shake,שייק פירות יער,,,,,,,berry_shake,,,
12754,milk_drink_1_5_fat_chocolate_milkshake_shock_tnuva,"milk drink, 1.5% fat, chocolate milkshake, shock, tnuva","משקה חלב, 1.5% שומן, מילקשייק שוקו, shock, תנובה",,,,,,milk_drink_1_5_fat_chocolate_milkshake_shock_tnuva,,,,
12510,milk_drink_2_fat_milkshake_various_flavors_yotvata,"milk drink 2% fat, milkshake, various flavors, yotvata","משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",,,,,,milk_drink_2_fat_milkshake_various_flavors_yotvata,,,,
12507,milk_milkshake_based_on_3_fat_milk,milk milkshake based on 3% fat milk,מילקשייק פירות על בסיס חלב 3% שומן,,,,,,milk_milkshake_based_on_3_fat_milk,,,,
12822,milkshake_premium_smoothie_different_flavors_espresso_mcdonalds,"milkshake, premium smoothie, different flavors / espresso, mcdonalds","מילקשייק, פרימיום שייק, טעמים שונים/אספרו, מקדונלדס",,,,,,milkshake_premium_smoothie_different_flavors_espresso_mcdonalds,,,,
12511,vanilla_milk_strawberry_chocolate_mcdonald_s,"vanilla milk / strawberry / chocolate, mcdonald's","מילקשייק וניל/תות/שוקו, מקדונלדס",,,,,,vanilla_milk_strawberry_chocolate_mcdonald_s,,,,
1493,sahlab,sahlab,סחלב,兰茎粉饮料,,,,sahlab,,,,,
12804,salep_made_of_powder_milk_based,"salep made of powder, milk-based","סחלב מוכן מאבקה, על בסיס חלב",,,,,,salep_made_of_powder_milk_based,,,,
12599,salep_made_of_powder_water_based,"salep made of powder, water-based","סחלב מוכן מאבקה, על בסיס מים",,,,,,salep_made_of_powder_water_based,,,,
16818,sweet_milk_beverage,sweet milk beverage,משקה חלב,,,,,sweet_milk_beverage,,,,,
12501,milk_drink_2_fat_ice_coffee_mocha_yotvata_tnuva,"milk drink 2% fat, ice coffee / mocha, yotvata, tnuva","משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",,,,,,milk_drink_2_fat_ice_coffee_mocha_yotvata_tnuva,,,,
12508,milk_drink_materna_big_flavored_ready_for_drinking,"milk drink, materna big, flavored, ready for drinking","משקה חלב, מטרנה big, בטעמים, מוכן לשתייה",,,,,,milk_drink_materna_big_flavored_ready_for_drinking,,,,
12505,milk_drink_with_banana_flavor_2_fat_tnuva_yotvata,"milk drink with banana flavor, 2% fat, tnuva, yotvata","משקה חלב בטעם בננה, 2% שומן ,תנובה,יטבתה",,,,,,milk_drink_with_banana_flavor_2_fat_tnuva_yotvata,,,,
12506,milk_drink_with_vanilla_flavor_3_fat_enriched_with_vitamin_d_tnuva,"milk drink with vanilla flavor, 3% fat, enriched with vitamin d, tnuva","משקה חלב בטעם וניל,3% שומן, מועשר בסידן ויטמן d,תנובה",,,,,,milk_drink_with_vanilla_flavor_3_fat_enriched_with_vitamin_d_tnuva,,,,
12578,milk_drink_with_vanilla_flavor_3_fat_terra,"milk drink with vanilla flavor, 3% fat, terra","משקה חלב בטעם וניל,3% שומן, טרה",,,,,,milk_drink_with_vanilla_flavor_3_fat_terra,,,,
12866,milk_vanilla_flavored_beverage_1_fat_tnuva,"milk, vanilla flavored beverage, 1% fat, tnuva","חלב, משקה בטעם וניל, 1% שומן, תנובה",,,,,,milk_vanilla_flavored_beverage_1_fat_tnuva,,,,
1494,yogurt_drink,yogurt drink,משקה יוגורט,酸奶型水果饮料,,,,yogurt_drink,,,,,
12796,a_goat_s_milk_drink_the_dairy,"a goat's milk drink, the dairy","משקה יוגורט עזים, המחלבה",,,,,,a_goat_s_milk_drink_the_dairy,,,,
1773,actimel,actimel,אקטימל,达能益生菌酸奶饮料,,,,,actimel,,,,
12461,yogurt_drink_0_fat_actimel_diet_strauss,"yogurt drink 0% fat actimel diet, strauss","משקה יוגורט 0% שומן אקטימל דיאט,שטראוס",,,,,,,yogurt_drink_0_fat_actimel_diet_strauss,,,
12463,yogurt_drink_1_8_fat_flavored_actimel_strauss,"yogurt drink 1.8% fat, flavored, actimel, strauss","משקה יוגורט 1.8% שומן, בטעמים, אקטימל, שטראוס",,,,,,,yogurt_drink_1_8_fat_flavored_actimel_strauss,,,
12465,drink_0_bio_yogurt_strawberry_pineapple_terra,"drink 0% bio yogurt, strawberry, pineapple, terra","משקה יוגורט ביו 0%, תות, אננס,טרה",,,,,,drink_0_bio_yogurt_strawberry_pineapple_terra,,,,
12466,drink_1_5_bio_yogurt_strawberry_mango_banana_orange_tara,"drink 1.5% bio yogurt, strawberry / mango / banana / orange, tara","משקה יוגורט ביו 1.5%, תות/מנגו/ בננה/תפוז,טרה",,,,,,drink_1_5_bio_yogurt_strawberry_mango_banana_orange_tara,,,,
12863,natural_goat_yoghurt_for_drinking_3_8_fat_piraeus,"natural goat yoghurt, for drinking, 3.8% fat, piraeus","יוגורט עזים טבעי, לשתיה, 3.8% שומן, פיראוס",,,,,,natural_goat_yoghurt_for_drinking_3_8_fat_piraeus,,,,
12743,yoghurt_for_drinking_3_fat_with_refined_sweetness_piraeus,"yoghurt for drinking, 3% fat, with refined sweetness, piraeus","יוגורט עזים לשתיה, 3% שומן, במתיקות מעודנת, פיראוס",,,,,,yoghurt_for_drinking_3_fat_with_refined_sweetness_piraeus,,,,
12499,yogurt_1_5_fat_fruit_flavored_danone_strauss,"yogurt, 1.5% fat, fruit flavored, danone, strauss","משקה יוגורט, 1.5% שומן, בטעם פירות, דנונה, שטראוס",,,,,,yogurt_1_5_fat_fruit_flavored_danone_strauss,,,,
12474,yogurt_3_fat_doogh_gad,"yogurt 3% fat, doogh, gad","יוגורט 3% שומן, איירן , גד",,,,,,yogurt_3_fat_doogh_gad,,,,
12848,yogurt_drink_1_1_fat_dankol_various_flavors_strauss,"yogurt drink 1.1% fat, dankol, various flavors, strauss","משקה יוגורט 1.1% שומן, דנכול, טעמים שונים, שטראוס",,,,,,yogurt_drink_1_1_fat_dankol_various_flavors_strauss,,,,
12459,yogurt_for_drinking_with_cucumbers_tzatziki_3_5_fat_gad,"yogurt for drinking with cucumbers, tzatziki 3.5% fat, gad","יוגורט לשתייה עם מלפפונים ,ציזיקי 3.5% שומן, גד",,,,,,yogurt_for_drinking_with_cucumbers_tzatziki_3_5_fat_gad,,,,
1957,oatmeal_drink,oatmeal drink,משקה שיבולת שועל,,,,oatmeal_drink,,,,,,
2019,protein_drink,protein shake,שייק חלבון,,,,protein_drink,,,,,,
